ID RH;Nome Completo;Estado Civil;Sexo;Data de Nascimento;Endereç;Data de Contratacao;Data de Demissao;Salario Base;Impostos;Beneficios;VT;VR;Cargo;Níve;�rea;Ferias Acumuladas;Horas Extras;Imagem;Avaliação do Funcioná;Trabalho em Equipe;Lideranç;Comunicaç�;Iniciativa;Organizaç�
282;Igor de Rezende;S;M;04/06/1976;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;01/07/2007;;4347;372.42;372.42;413.8;496.56;LOII;Analista;Logístic;1;98;;8;10;6;8;7;9
328;Igor Feijo;C;M;09/07/1978;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;29/06/2017;;3785;315.4;283.86;315.4;378.48;FIII;Analista;Financeiro;41;153;;8.2;6;6;9;10;10
314;Igor Fiorenza Duque Pinho;S;M;12/05/1983;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;07/05/2001;01/04/2003;5452;366;640.5;457.5;549;FIII;Analista;Financeiro;44;6;;7.2;7;2;8;9;10
355;Igor Iglezias Perdomo;C;M;28/12/1978;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;23/12/2006;;10244;276.87;553.74;922.9;1107.48;COIII;Coordenador;Comercial;17;50;;8.2;7;7;7;10;10
254;Igor Jimenez Jimbo;C;M;23/11/1972;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;02/03/2002;06/07/2016;4659;182.64;334.84;304.4;365.28;FIII;Analista;Financeiro;15;170;;6.2;0;3;9;9;10
443;Iris da Silva;C;F;29/07/1978;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;28/08/2001;;1697;33.94;84.85;169.7;203.64;LOI;Estagiári;Logístic;7;2;;7.4;7;8;2;10;10
120;Isabela Freitas;S;F;30/01/1971;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;22/05/2003;03/09/2010;12495;381.4;1144.2;953.5;1144.2;OPIII;Coordenador;Operaçõ;42;170;;9;7;10;9;10;9
264;Isabella Azevedo Moura;C;F;05/05/1987;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;22/08/2009;;14640;1178.55;1964.25;1309.5;1571.4;FIIV;Gerente;Financeiro;45;56;;7.6;7;4;8;9;10
18;Isabella Bernardo;S;F;08/05/1978;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;25/10/2017;;11278;348.2;1131.65;870.5;1044.6;COIII;Coordenador;Comercial;60;98;;8.4;8;8;6;10;10
203;Isabella de Azevedo Alves;S;F;05/04/1998;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;31/03/2016;;14984;917.98;1049.12;1311.4;1573.68;COIV;Gerente;Comercial;60;43;;8.4;10;10;2;10;10
274;Isabella Delgado Fernandes;S;F;26/04/1992;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;16/09/2017;;8252;303.5;910.5;607;728.4;COII;Analista;Comercial;40;148;;9.6;8;10;10;10;10
298;Isabella Meirelles;S;F;16/04/1980;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;01/08/2010;;1656;132.48;215.28;165.6;198.72;ADI;Estagiári;Administrativo;52;20;;7.4;2;8;8;10;9
127;Isabelle de Sá Fol;C;F;10/08/1970;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;10/02/2010;;8765;668.9;936.46;668.9;802.68;ADII;Analista;Administrativo;52;183;;9.6;10;9;9;10;10
56;Isabelle Tiradentes;S;F;15/06/1972;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;09/05/2003;;929;83.61;130.06;92.9;111.48;COI;Estagiári;Comercial;3;142;;8.4;7;10;7;10;8
153;Izabel Costa;C;F;16/05/1978;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;02/07/2013;25/12/2014;14206;868.07;868.07;1240.1;1488.12;LOIV;Gerente;Logístic;44;198;;8.2;7;8;7;10;9
183;Jaqueline Rimolo de Menezes;C;F;05/05/1995;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;30/04/2013;;7684;477.2;381.76;477.2;572.64;OPII;Analista;Operaçõ;20;107;;6.2;6;8;3;9;5
331;Jayme Carvalho;S;M;01/03/1986;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;10/02/2009;;886;62.02;26.58;88.6;106.32;ADI;Estagiári;Administrativo;50;125;;8;7;5;8;10;10
398;Jeferson Pinheiro Mariano;C;M;23/01/1998;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;19/01/2016;;10967;919.8;306.6;1022;1226.4;ADIII;Coordenador;Administrativo;33;39;;7.2;1;9;7;10;9
315;Jeferson Ramos;S;M;07/05/1995;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;02/05/2013;;11382;213.62;1281.72;1068.1;1281.72;ADIII;Coordenador;Administrativo;60;145;;9.6;10;10;10;9;9
368;Jeronimo dos Santos Villares Vianna;S;M;26/10/1983;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;08/07/2004;;13779;374.64;874.16;1248.8;1498.56;OPIV;Gerente;Operaçõ;21;73;;8.4;7;10;9;10;6
52;Jéssica de Morais Silv;S;F;16/09/1979;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;05/11/2014;;11518;436.95;1310.85;873.9;1048.68;LOIII;Coordenador;Logístic;13;114;;7.4;6;8;3;10;10
26;Jéssica Neves Heimlic;C;F;20/02/1991;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;06/07/2013;;12312;200.98;1205.88;1004.9;1205.88;COIII;Coordenador;Comercial;57;2;;8.6;7;10;7;9;10
14;Jessica Oliveira Lima;C;F;05/02/1986;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;01/02/2004;;1993;179.37;79.72;199.3;239.16;FII;Estagiári;Financeiro;28;111;;8.8;7;10;8;10;9
246;Joana Guimarãe;C;F;14/05/1973;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;09/08/2002;;1008;90.72;30.24;100.8;120.96;OPI;Estagiári;Operaçõ;53;189;;7.4;6;10;2;9;10
132;João Barbos;C;M;17/01/1971;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;07/06/2005;;13127;365.85;853.65;1219.5;1463.4;FIIV;Gerente;Financeiro;23;103;;9;8;10;8;9;10
532;João Cavalcanti Alve;S;M;13/05/1970;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;12/08/2008;10/06/2011;9267;755.73;755.73;839.7;1007.64;COIII;Coordenador;Comercial;23;70;;7.4;5;10;3;10;9
422;João de Araújo;S;M;05/01/1994;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;01/01/2012;14/08/2013;8952;485.88;809.8;809.8;971.76;ADIII;Coordenador;Administrativo;28;59;;8.2;4;10;8;10;9
383;João de Souz;C;M;03/09/1990;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;29/08/2008;;1053;105.3;94.77;105.3;126.36;OPI;Estagiári;Operaçõ;54;173;;9.2;7;10;9;10;10
97;João Fagunde;C;M;03/06/1997;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;30/05/2015;;1269;63.45;177.66;126.9;152.28;OPI;Estagiári;Operaçõ;4;54;;9.2;8;9;10;10;9
2;João Hadda;C;M;26/04/1974;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;06/06/2008;;875;43.75;35;87.5;105;LOI;Estagiári;Logístic;31;166;;8.2;7;8;6;10;10
182;Joāo Leite Ursulin;C;M;21/03/1998;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;16/03/2016;;3864;59.58;148.95;297.9;357.48;FIII;Analista;Financeiro;49;30;;8;8;10;3;10;9
293;João Lim;C;M;29/10/1980;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;25/10/2008;;14003;1173.15;1173.15;1303.5;1564.2;OPIV;Gerente;Operaçõ;41;38;;9.2;10;8;8;10;10
513;João Monteir;S;M;09/05/1991;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;04/05/2009;;9655;779.49;866.1;866.1;1039.32;ADIII;Coordenador;Administrativo;59;8;;8.4;10;10;3;9;10
63;João Monteir;S;M;26/04/1988;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;20/06/2013;;7505;652.4;848.12;652.4;782.88;ADII;Analista;Administrativo;37;174;;6.8;7;4;3;10;10
508;João Negrell;C;M;15/12/1977;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;06/06/2008;;6352;262.55;420.08;525.1;630.12;FIII;Analista;Financeiro;60;151;;8.4;7;8;8;10;9
329;João Pereira Da Silv;S;M;16/02/1993;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;12/02/2011;07/07/2011;854;59.78;85.4;85.4;102.48;COI;Estagiári;Comercial;31;186;;7.4;7;7;8;10;5
65;João Ramo;C;M;10/09/1980;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;06/09/2008;;9587;501.36;919.16;835.6;1002.72;COIII;Coordenador;Comercial;31;61;;9.2;10;8;8;10;10
497;João Resinent;S;M;15/09/1996;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;11/09/2014;;7632;434.21;868.42;620.3;744.36;ADII;Analista;Administrativo;32;132;;6.4;0;10;2;10;10
454;João Rodrigue;C;M;04/01/1991;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;30/12/2008;;1249;74.94;187.35;124.9;149.88;FII;Estagiári;Financeiro;18;95;;8.8;7;10;7;10;10
352;João Silva Longo de Jesus Vian;S;M;15/07/1977;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;13/05/2006;;15468;420.69;841.38;1402.3;1682.76;ADIV;Gerente;Administrativo;60;88;;7.8;10;9;2;10;8
509;João Suzan;S;M;13/02/1977;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;13/05/2000;18/01/2001;6130;163.08;326.16;543.6;652.32;LOII;Analista;Logístic;5;61;https://www.thryv.com/media/Get-Your-Best-Profile-Picture-Online.jpg;6.6;7;2;8;6;10
106;José Cardema;C;M;03/12/1997;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;29/11/2015;;11609;1076.5;861.2;1076.5;1291.8;FIIII;Coordenador;Financeiro;22;175;;5.8;7;1;2;9;10
449;José do Vale Lisbo;S;M;18/11/1989;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;05/01/2013;;10661;754.96;660.59;943.7;1132.44;FIIII;Coordenador;Financeiro;7;122;;9.6;10;10;8;10;10
269;José Guimarã;S;M;05/10/1980;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;27/07/2010;;6907;118.68;534.06;593.4;712.08;OPII;Analista;Operaçõ;7;156;;7;8;8;4;10;5
73;José Rodrigues Pereir;S;M;30/09/1972;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;11/07/2001;;7338;268.64;805.92;671.6;805.92;COII;Analista;Comercial;33;190;https://www.pngkit.com/png/detail/340-3400418_smiling-man-guy-smiling-png.png;8.2;7;8;7;10;9
389;Juan Daumas de Azevedo Assumpç�;S;M;12/04/1984;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;22/09/2005;21/08/2009;11127;997;1096.7;997;1196.4;COIII;Coordenador;Comercial;20;123;;7.2;7;8;6;5;10
440;Juan Fernandes de Araúj;S;M;19/01/1978;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;01/09/2016;;6256;476.1;618.93;476.1;571.32;LOII;Analista;Logístic;19;82;;8.4;8;10;8;10;6
333;Juan Santos Rosa;S;M;16/04/1998;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;11/04/2016;;2032;101.6;81.28;203.2;243.84;OPI;Estagiári;Operaçõ;14;0;;9.2;10;9;8;10;9
251;Julia Andrade Gomes;C;F;05/06/1974;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;18/04/2008;;7367;332.99;142.71;475.7;570.84;ADII;Analista;Administrativo;39;82;;8.4;7;8;8;9;10
266;Julia Bach;C;F;12/11/1985;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;08/03/2006;;10452;492.42;1231.05;820.7;984.84;OPIII;Coordenador;Operaçõ;17;48;;8.2;10;8;8;10;5
279;Júlia da Costa Cabra;C;F;16/04/1973;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;20/10/2003;;9327;322.88;807.2;807.2;968.64;ADIII;Coordenador;Administrativo;40;88;;6.6;6;1;7;9;10
471;Júlia de Oliveir;S;F;29/06/1981;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;01/05/2002;;1234;111.06;86.38;123.4;148.08;COI;Estagiári;Comercial;35;185;;9;10;8;7;10;10
433;Julia Freitas;S;F;27/09/1996;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;23/09/2014;;959;28.77;47.95;95.9;115.08;LOI;Estagiári;Logístic;22;81;;5.8;8;8;3;1;9
201;Julia Martins do Nascimento;S;F;19/06/1975;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;20/06/2000;;4970;61.06;366.36;305.3;366.36;ADII;Analista;Administrativo;33;101;;9;8;10;8;10;9
536;Julia Novaes Silva;C;F;08/11/1992;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;31/10/2013;;7552;279.3;670.32;558.6;670.32;COII;Analista;Comercial;41;44;;8.4;7;8;7;10;10
304;Júlia Oliveira de Mello Silv;C;F;03/02/1994;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;06/03/2013;;11874;533.1;1172.82;1066.2;1279.44;ADIII;Coordenador;Administrativo;44;136;;6.8;7;8;3;10;6
136;Julia Valim;C;F;22/01/1986;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;05/03/2005;08/04/2012;9222;277.24;693.1;693.1;831.72;FIII;Analista;Financeiro;22;191;;8.8;10;10;4;10;10
243;Juliana Rodrigues;C;F;10/07/1977;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;01/07/2015;;841;84.1;67.28;84.1;100.92;FII;Estagiári;Financeiro;24;15;;9.4;10;8;9;10;10
362;Juliana Stockler;C;F;01/03/1986;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;13/05/2014;;13100;826.16;1445.78;1032.7;1239.24;COIII;Coordenador;Comercial;54;29;;6.4;7;8;3;9;5
100;Juliana Vieira Filho;S;F;20/08/1970;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;24/11/2004;;12841;304.68;406.24;1015.6;1218.72;OPIII;Coordenador;Operaçõ;23;98;;8.8;8;9;10;7;10
249;Julie Barros�;S;F;17/05/1973;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;14/09/2005;;11454;750.24;844.02;937.8;1125.36;COIII;Coordenador;Comercial;34;52;;7;7;8;2;9;9
325;Karine Cardoso das Chagas;C;F;13/12/1999;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;08/09/2018;;10452;895.4;268.62;895.4;1074.48;OPIII;Coordenador;Operaçõ;20;94;;8.8;8;10;6;10;10
126;Karine Gusmã;C;F;06/07/1971;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;27/02/2001;10/04/2008;1670;133.6;217.1;167;200.4;ADI;Estagiári;Administrativo;53;167;;8;6;10;8;10;6
481;Lais Cormack;S;F;11/05/1986;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;02/05/2009;;14828;941.64;403.56;1345.2;1614.24;OPIV;Gerente;Operaçõ;31;44;;9.2;7;10;9;10;10
83;Larissa do Nascimento Lima;S;F;17/11/1987;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;05/09/2007;;1246;37.38;87.22;124.6;149.52;ADI;Estagiári;Administrativo;21;59;;8;8;8;9;5;10
369;Larissa Leal Pedrosa;C;F;26/03/1997;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;22/03/2015;;1470;117.6;220.5;147;176.4;ADI;Estagiári;Administrativo;35;11;;7.8;8;10;8;4;9
69;Leandro Almeida Neri;S;M;28/03/1974;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;24/08/2000;;11844;985.77;438.12;1095.3;1314.36;ADIII;Coordenador;Administrativo;17;147;https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcS_qebfS8NnsHIeUGC_XNiwXVSF7Au09jmw5YJQA-bwAhwMOfhQ&usqp=CAU;7.4;4;10;3;10;10
202;Leandro Coutinho;C;M;09/12/1994;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;04/12/2012;;1912;95.6;191.2;191.2;229.44;COI;Estagiári;Comercial;25;56;;9;7;8;10;10;10
515;Leandro Tabet;C;M;07/12/1971;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;04/08/2005;14/07/2015;6106;325.26;596.31;542.1;650.52;COII;Analista;Comercial;21;120;;9;10;10;6;9;10
190;Leonardo de Paula;C;M;05/03/1993;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;24/05/2013;;1115;33.45;33.45;111.5;133.8;LOI;Estagiári;Logístic;16;145;;9.8;10;10;10;10;9
424;Leonardo Dias;S;M;14/11/1970;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;04/10/2003;16/04/2007;6267;239.36;299.2;598.4;718.08;FIII;Analista;Financeiro;55;198;;8.8;8;8;8;10;10
71;Leonardo Valença Castr;S;M;03/04/1989;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;28/12/2014;;6318;104.04;780.3;520.2;624.24;OPII;Analista;Operaçõ;31;107;;8.2;7;8;7;9;10
41;Leticia Mota;C;F;21/01/1975;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;04/12/2011;02/11/2016;8363;681.2;817.44;681.2;817.44;COII;Analista;Comercial;15;63;;8.8;8;10;7;10;9
200;Leticia Orichio;S;F;06/10/1978;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;18/06/2013;;9114;628.47;488.81;698.3;837.96;COII;Analista;Comercial;13;134;;9.6;10;8;10;10;10
170;Lígia Fernandes Filard;S;F;19/12/1995;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;14/12/2013;;965;48.25;96.5;96.5;115.8;FII;Estagiári;Financeiro;13;153;;8.4;6;8;9;9;10
25;Livia Mello;S;F;04/07/1985;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;30/06/2003;;23423;1697.2;2545.8;2121.5;2545.8;ADV;Diretor;Administrativo;46;160;https://www.ceap.br/wp-content/uploads/2019/04/1-Business-Woman.png;9.4;10;8;9;10;10
247;Lorena de Moraes Junior;C;F;11/12/1974;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;29/07/2012;;6434;213.5;555.1;427;512.4;ADII;Analista;Administrativo;28;23;;9.2;10;8;8;10;10
442;Lorena Fernandes;S;F;19/10/1980;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;13/01/2009;;7218;452.5;226.25;452.5;543;COII;Analista;Comercial;32;1;;9;10;8;8;10;9
351;Lorena Freire;C;F;04/09/1980;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;07/05/2011;;1983;59.49;178.47;198.3;237.96;COI;Estagiári;Comercial;34;168;;7.6;6;8;4;10;10
58;Lorena Marinho;C;F;13/02/1994;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;09/02/2012;;6188;84.44;337.76;422.2;506.64;LOII;Analista;Logístic;17;162;;7;7;8;8;10;2
33;Luana Lopes;C;F;17/06/1982;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;31/01/2016;;13182;217.6;652.8;1088;1305.6;ADIII;Coordenador;Administrativo;17;68;;8;8;8;8;7;9
91;Luana Stockler;S;F;22/07/1989;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;18/07/2007;;11106;538.86;269.43;898.1;1077.72;COIII;Coordenador;Comercial;10;69;;6.6;2;4;8;9;10
13;Luca Costa;C;M;24/09/1977;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;30/11/2008;;13774;378;378;1260;1512;LOIV;Gerente;Logístic;45;117;;9;10;8;7;10;10
415;Lucas Alvarenga dos Santos;C;M;25/06/1994;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;20/06/2012;;1164;34.92;81.48;116.4;139.68;ADI;Estagiári;Administrativo;12;132;;8;8;8;4;10;10
470;Lucas Alvim;S;M;28/05/1992;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;24/05/2010;;14751;1068.8;1068.8;1336;1603.2;OPIV;Gerente;Operaçõ;40;42;;5.8;7;8;8;1;5
215;Lucas Bach;C;M;18/01/1991;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;13/01/2009;;1711;153.99;102.66;171.1;205.32;OPI;Estagiári;Operaçõ;30;192;https://www.kilitfikir.com/kilitfikir/wp-content/uploads/2015/10/Businessman-435x375.jpg;7.8;8;8;3;10;10
144;Lucas Brum Pereira;S;M;20/10/1991;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;09/06/2015;;1150;57.5;115;115;138;COI;Estagiári;Comercial;25;5;;8.8;8;8;8;10;10
76;Lucas de Jesus;C;M;20/11/1985;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;25/09/2004;;6797;283;735.8;566;679.2;ADII;Analista;Administrativo;57;18;;9.2;10;8;9;10;9
72;Lucas Duarte;S;M;03/01/1970;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;13/04/2006;;7037;111.9;559.5;559.5;671.4;LOII;Analista;Logístic;56;46;;7.8;1;10;8;10;10
390;Lucas Guadagnino;S;M;07/02/1988;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;27/12/2009;;5121;271.53;426.69;387.9;465.48;OPII;Analista;Operaçõ;50;92;;8.6;7;10;9;10;7
228;Lucas Luca Lima Barbosa;S;M;18/09/1995;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;13/09/2013;;978;48.9;78.24;97.8;117.36;FII;Estagiári;Financeiro;51;74;;8.2;7;7;8;10;9
118;Lucas Martins;C;M;10/01/1988;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;23/02/2017;;10229;380.92;857.07;952.3;1142.76;OPIII;Coordenador;Operaçõ;25;133;;8.2;8;10;3;10;10
128;Lucas Pinheiro Oliveira;C;M;12/05/1971;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;15/07/2007;05/10/2009;9448;172.9;1037.4;864.5;1037.4;FIIII;Coordenador;Financeiro;28;52;;7.4;7;8;4;9;9
462;Lucas Procaci;S;M;19/03/1992;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;15/03/2010;;6828;114.12;570.6;570.6;684.72;ADII;Analista;Administrativo;37;38;;9.6;10;8;10;10;10
260;Lucas Racy;S;M;06/02/1970;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;19/09/2004;;1331;93.17;173.03;133.1;159.72;LOI;Estagiári;Logístic;4;52;;9;8;8;9;10;10
360;Lucas Short Santa Cecilia;C;M;30/11/1999;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;25/02/2018;11/12/2018;880;17.6;61.6;88;105.6;FII;Estagiári;Financeiro;47;172;;8.8;7;8;9;10;10
301;Luis Azevedo;C;M;10/10/1987;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;05/10/2005;;5809;441.7;265.02;441.7;530.04;FIII;Analista;Financeiro;46;135;;9.2;10;8;8;10;10
465;Luis Figueiredo Gabriel;S;M;11/07/1988;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;11/01/2013;;1996;99.8;179.64;199.6;239.52;COI;Estagiári;Comercial;8;126;;8;8;10;7;5;10
172;Luis Guimarãe;S;M;12/04/1974;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;08/08/2011;;6180;314.79;359.76;449.7;539.64;COII;Analista;Comercial;41;17;;8.8;8;8;8;10;10
235;Luis Morgado;S;M;28/12/1993;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;24/12/2011;;808;48.48;80.8;80.8;96.96;OPI;Estagiári;Operaçõ;52;21;;7.8;8;9;7;10;5
28;Luís Wernec;S;M;19/10/1991;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;14/10/2009;;14255;1342.4;402.72;1342.4;1610.88;COIV;Gerente;Comercial;44;97;;9.2;10;10;8;9;9
485;Luisa da Costa  ;C;F;14/04/1983;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;10/05/2015;;1979;98.95;178.11;197.9;237.48;OPI;Estagiári;Operaçõ;52;106;;8;7;10;8;5;10
381;Luiz Costa Vasconcellos;C;M;31/03/1993;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;27/03/2011;;10328;435.85;348.68;871.7;1046.04;OPIII;Coordenador;Operaçõ;34;79;;6.8;4;8;7;10;5
468;Luiz de Mattos;C;M;01/10/1992;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;27/09/2010;;12005;769.93;1099.9;1099.9;1319.88;LOIII;Coordenador;Logístic;56;38;;6;6;8;4;2;10
156;Luiz Gonçalve;C;M;03/02/1981;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;14/12/2000;;11511;805.36;1308.71;1006.7;1208.04;OPIII;Coordenador;Operaçõ;2;22;;9;10;10;9;10;6
